URL,Cena,Cena za m²,Adres,Powierzchnia (m²),Liczba pokoi,Ogrzewanie,Rynek,Typ ogłoszeniodawcy,Rok budowy,Rodzaj zabudowy,Okna,Materiał budynku,Latitude,Longitude
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-39m2-balkon-ID4uimH,Brak danych,Brak danych,"ul. gen. Władysława Andersa, Ząbki, wołomiński, mazowieckie",39.57m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych,52.28608,21.12815
https://www.otodom.pl/pl/oferta/wyspa-spichrzow-inwestycja-ktora-oczaruje-ID4tk59,729 900 zł,26 379 zł/m²,"ul. Chmielna 109, Śródmieście, Gdańsk, pomorskie",27.67m²,1 pokój,miejskie,wtórny,prywatny,2024,apartamentowiec,drewniane,Brak danych,54.34961,18.65637
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-bez-posrednikow-ID4ubeZ,Brak danych,Brak danych,"ul. Konopacka 12, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",25.49m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych,52.26008,21.03886
https://www.otodom.pl/pl/oferta/gotowe-1-pokojowe-mieszkanie-30m2-balkon-ID4ulc9,619 000 zł,20 150 zł/m²,"Długa/ul. Gnieźnieńska, Szczepin, Stare Miasto, Wrocław, dolnośląskie",30.72m²,1 pokój,brak informacji,pierwotny,deweloper,2023,Brak danych,Brak danych,Brak danych,,
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-bez-prowizji-ID4uor6,1 004 000 zł,35 031 zł/m²,"ul. Żelazna, Mirów, Wola, Warszawa, mazowieckie",28.66m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych,52.2320627,20.9922408
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-balkon-bezposrednio-ID4uhkB,292 726 zł,9 800 zł/m²,"ul. Teatralna, Centrum / Śródmieście, Sosnowiec, śląskie",29.87m²,1 pokój,brak informacji,pierwotny,deweloper,2027,Brak danych,Brak danych,Brak danych,,
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-bezposrednio-ID4ul1J,298 448 zł,9 200 zł/m²,"ul. Jachtowa, Luboń, poznański, wielkopolskie",32.44m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych,52.34334,16.89834
https://www.otodom.pl/pl/oferta/okazja-srodmiescie-35m-z-balkonem-pwinica-ID4w5FL,499 000 zł,14 136 zł/m²,"Rakowice, Prądnik Czerwony, Kraków, małopolskie",35.3m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1965,blok,Brak danych,cegła,50.0760027,19.9751981
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-37m2-balkon-bez-prowizji-ID4uax8,Brak danych,Brak danych,"ul. św. Piotra, Śródmieście, Gdynia, pomorskie",37.32m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych,54.53253,18.53156
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-balkon-bezposrednio-ID4ugaa,Brak danych,Brak danych,"ul. Racławicka, Krowodrza, Krowodrza, Kraków, małopolskie",26.04m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych,50.0737,19.91883
https://www.otodom.pl/pl/oferta/kawalerka-inwestycyjna-ID4uYQr,510 000 zł,16 887 zł/m²,"ul. Szaserów, Grochów, Praga-Południe, Warszawa, mazowieckie",30.2m²,1 pokój,miejskie,wtórny,prywatny,2001,plomba,plastikowe,beton,52.2479431,21.0978873
https://www.otodom.pl/pl/oferta/kawalerka-36m-koziny-ID4u61X,325 000 zł,9 028 zł/m²,"Koziny, Koziny, Polesie, Łódź, łódzkie",36m²,1 pokój,miejskie,wtórny,prywatny,Brak danych,blok,plastikowe,cegła,51.7775919,19.4269372
https://www.otodom.pl/pl/oferta/zainwestuj-w-szczecinie-i-zarabiaj-caly-rok-ID4ucDI,550 638 zł,14 850 zł/m²,"Łasztownia, Śródmieście, Szczecin, zachodniopomorskie",37.08m²,1 pokój,brak informacji,pierwotny,biuro nieruchomości,Brak danych,Brak danych,Brak danych,Brak danych,53.4258576,14.583279285907082
https://www.otodom.pl/pl/oferta/urzadzona-kawalerka-29-77m2-targowek-oliwska-ID4wf6E,489 000 zł,16 426 zł/m²,"ul. Oliwska, Bródno, Targówek, Warszawa, mazowieckie",29.77m²,1 pokój,elektryczne,wtórny,biuro nieruchomości,1956,kamienica,Brak danych,cegła,52.27859,21.022
https://www.otodom.pl/pl/oferta/mieszkanie-nr-2-ID4oaAr,617 100 zł,16 500 zł/m²,"ul. Peowiaków, Śródmieście, Lublin, lubelskie",37.4m²,1 pokój,kotłownia,pierwotny,deweloper,2025,apartamentowiec,aluminiowe,beton,51.2467514,22.5585429
https://www.otodom.pl/pl/oferta/kawalerki-francuska-wojewodzka-ID4tfum,156 853 zł,10 100 zł/m²,"Koszutka, Katowice, śląskie",15.53m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,Brak danych,blok,plastikowe,Brak danych,50.2710047,19.0194372
https://www.otodom.pl/pl/oferta/2-pok-przy-plantach-wyremontowane-ul-wenecja-ID4uGgZ,860 000 zł,24 022 zł/m²,"ul. Wenecja, Piasek, Stare Miasto, Kraków, małopolskie",35.8m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1933,kamienica,Brak danych,cegła,50.06041,19.92717
https://www.otodom.pl/pl/oferta/krakow-plaszow-ul-lasowka-38-m2-1-pokoj-klima-ID4uGmr,569 000 zł,14 974 zł/m²,"ul. Lasówka, Płaszów, Podgórze, Kraków, małopolskie",38m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1992,Brak danych,plastikowe,Brak danych,50.04041,19.99441
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-balkon-bezposrednio-ID4uGar,Brak danych,Brak danych,"ul. Chylońska, Cisowa, Gdynia, pomorskie",26.05m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych,54.54843,18.44246
https://www.otodom.pl/pl/oferta/urocza-kawalerka-na-kazimierza-wielkiego-os-piask-ID4wfuk,255 000 zł,7 727 zł/m²,"Piaski, Gorzów Wielkopolski, lubuskie",33m²,1 pokój,miejskie,wtórny,biuro nieruchomości,Brak danych,blok,plastikowe,wielka płyta,52.75369635,15.226212290820541
https://www.otodom.pl/pl/oferta/kawalerka-umeblowana-i-wyposazona-widok-w-cenie-ID4w4QL,320 000 zł,9 846 zł/m²,"ul. Bolesława Limanowskiego, Żubardź, Bałuty, Łódź, łódzkie",32.5m²,1 pokój,miejskie,wtórny,prywatny,Brak danych,blok,plastikowe,wielka płyta,51.78686,19.4516
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-bez-prowizji-ID4ugH7,328 868 zł,12 557 zł/m²,"Czerska/ul. Władysława Jagiełły, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie",26.19m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych,,
https://www.otodom.pl/pl/oferta/kawalerka-po-remoncie-z-balkonem-500m-do-morza-ID4w2x2,425 000 zł,15 071 zł/m²,"Kołobrzeg, kołobrzeski, zachodniopomorskie",28.2m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1968,blok,Brak danych,Brak danych,54.1760677,15.576554231693446
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-balkon-bezposrednio-ID4ua49,Brak danych,Brak danych,"ul. Słoneczna, Marki, wołomiński, mazowieckie",29.73m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych,,
https://www.otodom.pl/pl/oferta/przytulna-kawalerka-antresola-lodz-srodmiescie-c-o-ID4weFe,165 000 zł,12 222 zł/m²,"Centrum, Śródmieście, Łódź, łódzkie",13.5m²,1 pokój,inne,wtórny,biuro nieruchomości,1920,kamienica,plastikowe,cegła,51.7645895,19.4579629
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-33m2-loggia-bezposrednio-ID4udY4,Brak danych,Brak danych,"ul. Hawelańska, Winogrady, Stare Miasto, Poznań, wielkopolskie",33.62m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych,52.40991,16.92912
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-33m2-taras-bez-posrednikow-ID4uhH9,Brak danych,Brak danych,"ul. Podwale Przedmiejskie, Śródmieście, Gdańsk, pomorskie",33.42m²,1 pokój,brak informacji,pierwotny,deweloper,2023,Brak danych,Brak danych,Brak danych,54.34743,18.64858
https://www.otodom.pl/pl/oferta/mieszkanie-nr-8-w-nowym-budynku-asnyka-41-ID4wfdl,373 741 zł,9 700 zł/m²,"ul. Adama Asnyka, Czaszki, Kalisz, wielkopolskie",38.53m²,1 pokój,miejskie,pierwotny,deweloper,2026,blok,plastikowe,Brak danych,51.75289,18.08714
https://www.otodom.pl/pl/oferta/kawalerka-z-antresola-ogrodek-amortyzacja-z-vat-ID4p07E,125 900 zł,5 036 zł/m²,"ul. gen. Władysława Sikorskiego, Brodnica, brodnicki, kujawsko-pomorskie",25m²,1 pokój,kotłownia,pierwotny,biuro nieruchomości,2024,apartamentowiec,plastikowe,beton komórkowy,52.14059,16.8914
https://www.otodom.pl/pl/oferta/swpdl-idealne-mieszkanie-pod-pierwsza-inwestycje-ID4u7PF,330 000 zł,12 941 zł/m²,"ul. Chwarznieńska, Chwarzno, Gdynia, pomorskie",25.5m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1980,blok,plastikowe,Brak danych,54.49558,18.42478
https://www.otodom.pl/pl/oferta/mieszkanie-1-pokojowe-43-5-m-kw-z-logia-ID4tAEo,696 000 zł,16 000 zł/m²,"ul. Władysława Witwickiego, Gocław, Praga-Południe, Warszawa, mazowieckie",43.5m²,1 pokój,miejskie,wtórny,prywatny,1999,blok,drewniane,cegła,52.22696,21.10921
https://www.otodom.pl/pl/oferta/kawalerka-z-ogrodkiem25m2top-lokalizacjarabaty-ID4uVCO,354 646 zł,14 001 zł/m²,"Winogrady, Stare Miasto, Poznań, wielkopolskie",25.33m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,Brak danych,blok,plastikowe,Brak danych,52.40991,16.92912
https://www.otodom.pl/pl/oferta/wyjatkowy-apartament-przy-promenadzie-ID4t3iG,999 000 zł,26 009 zł/m²,"Świnoujście, zachodniopomorskie",38.41m²,1 pokój,miejskie,wtórny,biuro nieruchomości,2009,apartamentowiec,Brak danych,cegła,53.9097477,14.2510703
https://www.otodom.pl/pl/oferta/stary-zoliborzdo-wprowadzenia-sie-ID4seD4,375 000 zł,19 904 zł/m²,"ul. Kazimierza Promyka, Stary Żoliborz, Żoliborz, Warszawa, mazowieckie",18.84m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1969,blok,Brak danych,Brak danych,52.27281,20.99422
https://www.otodom.pl/pl/oferta/1-pokojowe-ok-moniuszki-co-prywatna-kamienica-ID4wdeg,6 000 zł,120 zł/m²,"ok.ul. Moniuszki, Centrum, Śródmieście, Łódź, łódzkie",50m²,1 pokój,miejskie,wtórny,biuro nieruchomości,Brak danych,kamienica,plastikowe,cegła,53.43091,14.54956
https://www.otodom.pl/pl/oferta/mieszkanie-1pok-28-92-m2-ul-stefana-okrzei-ID4qIqG,"346 870,70 zł",11 990 zł/m²,"ul. Stefana Okrzei, Śródmieście, Kielce, świętokrzyskie",28.93m²,1 pokój,gazowe,pierwotny,deweloper,2024,apartamentowiec,plastikowe,żelbet,50.88288,20.6265
https://www.otodom.pl/pl/oferta/kawalerka-z-ogrodkiem-wykonczona-pod-klucz-ID4w0af,365 000 zł,13 097 zł/m²,"ul. Katedralna, Stare Miasto, Częstochowa, śląskie",27.87m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2023,blok,plastikowe,inny,50.81138,19.12679
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-34m2-balkon-bezposrednio-ID4ukiF,590 205 zł,16 999 zł/m²,"ul. Kobierzyńska, Ruczaj, Dębniki, Kraków, małopolskie",34.72m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych,50.02775,19.92978
https://www.otodom.pl/pl/oferta/mieszkanie-z-tarasem-na-dachu-i-widokiem-na-park-ID4rmUM,1 034 310 zł,14 990 zł/m²,"ul. Łazienna, Centrum, Stare Miasto, Poznań, wielkopolskie",69m²,1 pokój,inne,pierwotny,biuro nieruchomości,1850,kamienica,drewniane,cegła,52.40991,16.92912
https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-31m2-bez-posrednikow-ID4uhGP,Brak danych,Brak danych,"ul. Ogrodowa, Mirów, Wola, Warszawa, mazowieckie",31.61m²,1 pokój,brak informacji,pierwotny,deweloper,2024,Brak danych,Brak danych,Brak danych,52.2405232,20.9939134
https://www.otodom.pl/pl/oferta/przestronne-m2-w-sercu-rybnika-1-km-od-rynku-ID4uFhV,288 000 zł,7 784 zł/m²,"Maroko-Nowiny, Rybnik, śląskie",37m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1980,blok,plastikowe,Brak danych,50.1044112,18.5246005
https://www.otodom.pl/pl/oferta/kawalerka-na-1-pietrze-przy-poznanskiej-kamienica-ID4wdor,689 000 zł,34 211 zł/m²,"ul. Poznańska, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",20.14m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1948,kamienica,plastikowe,cegła,52.2251459,21.0120542
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-49m2-balkon-bez-prowizji-ID4un3b,935 324 zł,18 934 zł/m²,"ul. Władysława Reymonta, Kleczków, Psie Pole, Wrocław, dolnośląskie",49.4m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych,51.146,17.11473
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-41-5-m-ID4u06J,320 000 zł,7 711 zł/m²,"ul. Pojezierska 26, Stare Bałuty, Bałuty, Łódź, łódzkie",41.5m²,1 pokój,miejskie,wtórny,prywatny,1959,blok,plastikowe,cegła,51.79771,19.43604
https://www.otodom.pl/pl/oferta/krakowska-rogatka-mieszkanie-1-pok-1-55-ID4rdvD,Brak danych,Brak danych,"ul. Konstantego Miodowicza, Śródmieście, Kielce, świętokrzyskie",25.59m²,1 pokój,inne,pierwotny,deweloper,2026,blok,plastikowe,Brak danych,50.86388,20.62899
https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-43m2-balkon-ID4uFcL,Brak danych,Brak danych,"ul. Fabryczna 24, Muchobór Mały, Fabryczna, Wrocław, dolnośląskie",43.24m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych,,
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-balkon-bezposrednio-ID4uhbQ,412 804 zł,16 100 zł/m²,"ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",25.64m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych,,
https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-przy-ul-budowlanych-ID4uBzn,180 000 zł,6 207 zł/m²,"ul. Budowlanych, Głogów, głogowski, dolnośląskie",29m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1975,blok,plastikowe,wielka płyta,50.15092,21.96255
https://www.otodom.pl/pl/oferta/kawalerka-z-oddzielna-kuchnia-dla-studenta-okazja-ID4u9iu,279 000 zł,7 228 zł/m²,"ul. Marcina Kasprzaka, Koziny, Polesie, Łódź, łódzkie",38.6m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1960,blok,plastikowe,cegła,51.77806,19.42736
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-41m2-loggia-bezposrednio-ID4ujUo,607 820 zł,14 527 zł/m²,"ul. Leona Heyki, Międzyodrze-Wyspa Pucka, Śródmieście, Szczecin, zachodniopomorskie",41.84m²,1 pokój,brak informacji,pierwotny,deweloper,2027,Brak danych,Brak danych,Brak danych,53.40628,14.58306
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-37m2-balkon-ID4ueya,407 990 zł,11 000 zł/m²,"ul. Objazdowa, Karolew, Polesie, Łódź, łódzkie",37.09m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych,,
https://www.otodom.pl/pl/oferta/ustawna-kawalerka-na-sprzedaz-199-tys-zl-ID4s5ik,199 000 zł,11 845 zł/m²,"Borek Fałęcki, Łagiewniki-Borek Fałęcki, Kraków, małopolskie",16.8m²,1 pokój,gazowe,wtórny,prywatny,Brak danych,Brak danych,plastikowe,Brak danych,50.0143005,19.9265683
https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-muranow-wsrod-zieleni-ID4wdIu,690 000 zł,22 272 zł/m²,"ul. Józefa Lewartowskiego, Muranów, Śródmieście, Warszawa, mazowieckie",30.98m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1956,kamienica,Brak danych,cegła,52.24945,20.99079
https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-25m2-loggia-ID4uVYj,Brak danych,Brak danych,"ul. Kaszubska, Oliwa, Gdańsk, pomorskie",25.35m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych,54.40506,18.56832
https://www.otodom.pl/pl/oferta/mieszkanie-1-pok-25-m2-metro-mlynow-ul-zawiszy-ID4t1Um,450 000 zł,18 000 zł/m²,"ul. Zawiszy, Młynów, Wola, Warszawa, mazowieckie",25m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1963,blok,plastikowe,Brak danych,52.24305,20.96599
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-balkon-bez-prowizji-ID4uahq,Brak danych,Brak danych,"ul. Ługowa, Mszczonów, Mszczonów, żyrardowski, mazowieckie",28.58m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych,51.97052,20.52183
https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-26m2-balkon-ID4uEN2,Brak danych,Brak danych,"ul. Mostek, Śródmieście, Gdańsk, pomorskie",26.18m²,1 pokój,brak informacji,pierwotny,deweloper,2024,Brak danych,Brak danych,Brak danych,54.34961,18.65637
https://www.otodom.pl/pl/oferta/kawalerka-32-mkw-lodz-srodmiescie-ul-legionow-ID4trEV,199 000 zł,6 219 zł/m²,"Stare Polesie, Polesie, Łódź, łódzkie",32m²,1 pokój,inne,wtórny,prywatny,Brak danych,kamienica,plastikowe,Brak danych,51.7696244,19.4460517
https://www.otodom.pl/pl/oferta/kawalerka-gotowa-do-wykonczenia-ID4w8aE,292 677 zł,11 550 zł/m²,"ul. Andrzeja Struga, Stare Polesie, Polesie, Łódź, łódzkie",25.34m²,1 pokój,miejskie,wtórny,biuro nieruchomości,2024,blok,Brak danych,Brak danych,51.76558,19.45639
https://www.otodom.pl/pl/oferta/sprzedam-nowe-wykonczone-mieszkanie-bialoleka-ID4uYQ3,499 000 zł,18 481 zł/m²,"ul. Winorośli, Nowodwory, Białołęka, Warszawa, mazowieckie",27m²,1 pokój,miejskie,wtórny,prywatny,2021,blok,plastikowe,Brak danych,52.33292,20.94234
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-loggia-bezposrednio-ID4uuyF,Brak danych,Brak danych,"Hipoteczna 7/9, Stare Bałuty, Bałuty, Łódź, łódzkie",32.32m²,1 pokój,brak informacji,pierwotny,deweloper,2027,Brak danych,Brak danych,Brak danych,51.7923377,19.4314798
https://www.otodom.pl/pl/oferta/zabianka-i-swietna-kawalerka-i-do-wejscia-ID4wejV,494 000 zł,15 987 zł/m²,"ul. Subisława, Żabianka, Gdańsk, pomorskie",30.9m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1970,blok,Brak danych,Brak danych,54.42079,18.57107
https://www.otodom.pl/pl/oferta/kawalerka-na-parterze-ID4wdLn,196 000 zł,9 333 zł/m²,"ul. Reduty Ordona, Pogodno, Zachód, Szczecin, zachodniopomorskie",21m²,1 pokój,brak informacji,wtórny,biuro nieruchomości,1960,Brak danych,Brak danych,Brak danych,53.44461,14.49701
https://www.otodom.pl/pl/oferta/sprzedam-kawalerke-w-uroczej-okolicy-ID4wegP,600 000 zł,19 163 zł/m²,"ul. Tarchomińska, Białołęka Dworska, Białołęka, Warszawa, mazowieckie",31.31m²,1 pokój,brak informacji,wtórny,prywatny,2007,blok,Brak danych,Brak danych,52.33624,21.00428
https://www.otodom.pl/pl/oferta/kawalerka-po-remoncie-olesnicka-ID4wdSV,380 000 zł,15 109 zł/m²,"ul. Oleśnicka, Ołbin, Śródmieście, Wrocław, dolnośląskie",25.15m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1945,kamienica,Brak danych,cegła,51.12108,17.04524
https://www.otodom.pl/pl/oferta/zamieszkaj-nowoczesnie-krakow-czeka-ID4weUk,520 000 zł,18 909 zł/m²,"ul. Józefa Wybickiego, Krowodrza Górka, Prądnik Biały, Kraków, małopolskie",27.5m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2024,blok,Brak danych,pustak,50.08385,19.92831
https://www.otodom.pl/pl/oferta/zamieszkaj-przy-ec1-kawalerka-tylko-do-28-02-rabat-ID4weXe,355 478 zł,11 973 zł/m²,"ul. Targowa, Fabryczna, Śródmieście, Łódź, łódzkie",29.69m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2025,apartamentowiec,plastikowe,inny,51.75706,19.47855
https://www.otodom.pl/pl/oferta/wyremontowana-kamienica-okazja-blisko-tramwaj-ID4uZbX,430 000 zł,18 655 zł/m²,"ul. Augustyna Kordeckiego, Grochów, Praga-Południe, Warszawa, mazowieckie",23.05m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1935,kamienica,Brak danych,Brak danych,52.24217,21.10755
https://www.otodom.pl/pl/oferta/mieszkanie-kawalerka-pod-wynajem-dla-studenta-ID4wd8d,613 389 zł,22 200 zł/m²,"Przedmieście Świdnickie, Stare Miasto, Wrocław, dolnośląskie",27.63m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2024,apartamentowiec,Brak danych,inny,,
https://www.otodom.pl/pl/oferta/korczaka-apartamenty-1-pok-p-iii-06-ID4usf6,308 190 zł,11 790 zł/m²,"ul. Doktora Janusza Korczaka, Szopienice-Burowiec, Katowice, śląskie",26.14m²,1 pokój,brak informacji,pierwotny,deweloper,Brak danych,blok,Brak danych,Brak danych,50.27235,19.08691
https://www.otodom.pl/pl/oferta/otwarta-przestrzen-ta-oferta-jest-dla-ciebie-ID4wdgP,"735 575,69 zł",15 486 zł/m²,"ul. ks. Piotra Skargi, Śródmieście, Katowice, śląskie",47.5m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2024,apartamentowiec,plastikowe,inny,50.23263,18.86152
https://www.otodom.pl/pl/oferta/okazja-ID4wdnm,499 000 zł,11 605 zł/m²,"ul. Wenecjańska, Chwaliszewo, Stare Miasto, Poznań, wielkopolskie",43m²,1 pokój,miejskie,wtórny,biuro nieruchomości,2015,blok,plastikowe,Brak danych,52.40991,16.92912
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-ogrodek-bezposrednio-ID4umMT,Brak danych,Brak danych,"ul. Józefa Romana, Stołczyn, Północ, Szczecin, zachodniopomorskie",26.09m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych,53.49541,14.58507
https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-25m2-ID4uVVl,Brak danych,Brak danych,"ul. Kaszubska, Oliwa, Gdańsk, pomorskie",25.54m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych,,
https://www.otodom.pl/pl/oferta/aquamarina-onyx-widok-morze-przy-plazy-z-garazem-ID4tovJ,739 000 zł,30 102 zł/m²,"ul. Gryfa Pomorskiego, Międzyzdroje, Międzyzdroje, kamieński, zachodniopomorskie",24.55m²,1 pokój,miejskie,wtórny,prywatny,2020,apartamentowiec,plastikowe,beton,53.9206,14.41643
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-ogrodek-ID4ugod,457 692 zł,17 200 zł/m²,"ul. Świeradowska, Gaj, Krzyki, Wrocław, dolnośląskie",26.61m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych,,
https://www.otodom.pl/pl/oferta/lokal-pod-kawalerke-bezczynszowy-wspolnota-ID4e32v,100 057 zł,4 881 zł/m²,"Klimzowiec, Centrum, Chorzów, śląskie",20.5m²,1 pokój,elektryczne,wtórny,prywatny,Brak danych,loft,plastikowe,wielka płyta,50.2825,18.9563889
https://www.otodom.pl/pl/oferta/arcyprzytulna-kawalerke-sprzedam-ID4wfzg,532 000 zł,20 113 zł/m²,"ul. Dywizjonu 303 303, Fort Radiowo, Bemowo, Warszawa, mazowieckie",26.45m²,1 pokój,miejskie,wtórny,prywatny,2018,blok,plastikowe,cegła,52.24658,20.89914
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-bez-prowizji-ID4ulHd,Brak danych,Brak danych,"ul. Przemyska, Ujeścisko-Łostowice, Gdańsk, pomorskie",32.93m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych,54.34394,18.59044
https://www.otodom.pl/pl/oferta/mieszkanie-w-centrum-do-wlasnej-aranzacji-ID4wdoa,123 000 zł,3 005 zł/m²,"Centrum, Siemianowice Śląskie, śląskie",40.93m²,1 pokój,piece kaflowe,wtórny,biuro nieruchomości,Brak danych,kamienica,drewniane,cegła,50.2951929,19.035367665389575
https://www.otodom.pl/pl/oferta/tylko-u-nas-kawalerka-gotowa-do-wprowadzenia-ID4uP1Z,639 000 zł,23 069 zł/m²,"Muranów, Śródmieście, Warszawa, mazowieckie",27.7m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1961,blok,Brak danych,Brak danych,52.2469565,20.991239
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-balkon-bezposrednio-ID4ukrl,355 305 zł,12 384 zł/m²,"ul. Smugowa, Helenów, Bałuty, Łódź, łódzkie",28.69m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych,51.78421,19.47066
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-bez-prowizji-ID4usUg,Brak danych,Brak danych,"ul. Redutowa, Ulrychów, Wola, Warszawa, mazowieckie",32.11m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych,52.22733,20.94239
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-37m2-balkon-bezposrednio-ID4uhLZ,1 017 902 zł,27 202 zł/m²,"ul. Klemensa Janickiego, Stare Miasto, Stare Miasto, Wrocław, dolnośląskie",37.42m²,1 pokój,brak informacji,pierwotny,deweloper,2024,Brak danych,Brak danych,Brak danych,51.11025,17.04069
https://www.otodom.pl/pl/oferta/mieszkanie-74-m-spala-ID4uSvy,510 600 zł,6 900 zł/m²,"Spała, Inowłódz, tomaszowski, łódzkie",74m²,1 pokój,gazowe,pierwotny,prywatny,Brak danych,apartamentowiec,plastikowe,cegła,51.5401769,20.1362048
